"id","name_th","name_en","province_id","created_at","updated_at","deleted_at"
"3305","ขุขันธ์","Khukhan","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3306","ไพรบึง","Phrai Bueng","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3307","ปรางค์กู่","Prang Ku","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3308","ขุนหาญ","Khun Han","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3309","ราษีไศล","Rasi Salai","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3310","อุทุมพรพิสัย","Uthumphon Phisai","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3311","บึงบูรพ์","Bueng Bun","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3312","ห้วยทับทัน","Huai Thap Than","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3313","โนนคูณ","Non Khun","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3314","ศรีรัตนะ","Si Rattana","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3315","น้ำเกลี้ยง","Nam Kliang","22","9/8/2019 03:33:09","21/12/2023 18:56:10",
"3316","วังหิน","Wang Hin","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3317","ภูสิงห์","Phu Sing","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3318","เมืองจันทร์","Mueang Chan","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3319","เบญจลักษ์","Benchalak","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3320","พยุห์","Phayu","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3321","โพธิ์ศรีสุวรรณ","Pho Si Suwan","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3322","ศิลาลาด","Sila Lat","22","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3401","เมืองอุบลราชธานี","Mueang Ubon Ratchathani","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3402","ศรีเมืองใหม่","Si Mueang Mai","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3403","โขงเจียม","Khong Chiam","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3404","เขื่องใน","Khueang Nai","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3405","เขมราฐ","Khemarat","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3407","เดชอุดม","Det Udom","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3408","นาจะหลวย","Na Chaluai","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3409","น้ำยืน","Nam Yuen","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3410","บุณฑริก","Buntharik","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3411","ตระการพืชผล","Trakan Phuet Phon","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3412","กุดข้าวปุ้น","Kut Khaopun","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3414","ม่วงสามสิบ","Muang Sam Sip","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3415","วารินชำราบ","Warin Chamrap","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3419","พิบูลมังสาหาร","Phibun Mangsahan","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3420","ตาลสุม","Tan Sum","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3421","โพธิ์ไทร","Pho Sai","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3422","สำโรง","Samrong","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3424","ดอนมดแดง","Don Mot Daeng","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3425","สิรินธร","Sirindhorn","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3426","ทุ่งศรีอุดม","Thung Si Udom","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3429","นาเยีย","Na Yia","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3430","นาตาล","Na Tan","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3431","เหล่าเสือโก้ก","Lao Suea Kok","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3432","สว่างวีระวงศ์","Sawang Wirawong","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3433","น้ำขุ่น","Nam Khun","23","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3501","เมืองยโสธร","Mueang Yasothon","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3502","ทรายมูล","Sai Mun","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3503","กุดชุม","Kut Chum","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3504","คำเขื่อนแก้ว","Kham Khuean Kaeo","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3505","ป่าติ้ว","Pa Tio","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3506","มหาชนะชัย","Maha Chana Chai","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3507","ค้อวัง","Kho Wang","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3508","เลิงนกทา","Loeng Nok Tha","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3509","ไทยเจริญ","Thai Charoen","24","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3601","เมืองชัยภูมิ","Mueang Chaiyaphum","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3602","บ้านเขว้า","Ban Khwao","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3603","คอนสวรรค์","Khon Sawan","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3604","เกษตรสมบูรณ์","Kaset Sombun","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3605","หนองบัวแดง","Nong Bua Daeng","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3606","จัตุรัส","Chatturat","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3607","บำเหน็จณรงค์","Bamnet Narong","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3608","หนองบัวระเหว","Nong Bua Rawe","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3609","เทพสถิต","Thep Sathit","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3610","ภูเขียว","Phu Khiao","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3611","บ้านแท่น","Ban Thaen","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3612","แก้งคร้อ","Kaeng Khro","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3613","คอนสาร","Khon San","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3614","ภักดีชุมพล","Phakdi Chumphon","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3615","เนินสง่า","Noen Sa-nga","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3616","ซับใหญ่","Sap Yai","25","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3701","เมืองอำนาจเจริญ","Mueang Amnat Charoen","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3702","ชานุมาน","Chanuman","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3703","ปทุมราชวงศา","Pathum Ratchawongsa","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3704","พนา","Phana","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3705","เสนางคนิคม","Senangkhanikhom","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3706","หัวตะพาน","Hua Taphan","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3707","ลืออำนาจ","Lue Amnat","26","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3801","เมืองบึงกาฬ","Mueang Bueng Kan","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3802","เซกา","Seka","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3803","โซ่พิสัย","So Phisai","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3804","พรเจริญ","Phon Charoen","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3805","ศรีวิไล","Si Wilai","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3806","บึงโขงหลง","Bueng Khong Long","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3807","ปากคาด","Pak Khat","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3808","บุ่งคล้า","Bung Khla","77","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3901","เมืองหนองบัวลำภู","Mueang Nong Bua Lam Phu","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3902","นากลาง","Na Klang","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3903","โนนสัง","Non Sang","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3904","ศรีบุญเรือง","Si Bun Rueang","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3905","สุวรรณคูหา","Suwannakhuha","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"3906","นาวัง","Na Wang","27","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4001","เมืองขอนแก่น","Mueang Khon Kaen","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4002","บ้านฝาง","Ban Fang","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4003","พระยืน","Phra Yuen","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4004","หนองเรือ","Nong Ruea","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4005","ชุมแพ","Chum Phae","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4006","สีชมพู","Si Chomphu","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4007","น้ำพอง","Nam Phong","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4008","อุบลรัตน์","Ubolratana","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4009","กระนวน","Kranuan","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4010","บ้านไผ่","Ban Phai","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4011","เปือยน้อย","Pueai Noi","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4012","พล","Phon","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4013","แวงใหญ่","Waeng Yai","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4014","แวงน้อย","Waeng Noi","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4015","หนองสองห้อง","Nong Song Hong","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4016","ภูเวียง","Phu Wiang","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4017","มัญจาคีรี","Mancha Khiri","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4018","ชนบท","Chonnabot","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4019","เขาสวนกวาง","Khao Suan Kwang","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4020","ภูผาม่าน","Phu Pha Man","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4021","ซำสูง","Sam Sung","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4022","โคกโพธิ์ไชย","Khok Pho Chai","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4023","หนองนาคำ","Nong Na Kham","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4024","บ้านแฮด","Ban Haet","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4025","โนนศิลา","Non Sila","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4029","เวียงเก่า","Wiang Kao","28","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4101","เมืองอุดรธานี","Mueang Udon Thani","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4102","กุดจับ","Kut Chap","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4103","หนองวัวซอ","Nong Wua So","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4104","กุมภวาปี","Kumphawapi","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4105","โนนสะอาด","Non Sa-at","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4106","หนองหาน","Nong Han","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4107","ทุ่งฝน","Thung Fon","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4108","ไชยวาน","Chai Wan","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4109","ศรีธาตุ","Si That","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4110","วังสามหมอ","Wang Sam Mo","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4111","บ้านดุง","Ban Dung","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4117","บ้านผือ","Ban Phue","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4118","น้ำโสม","Nam Som","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4119","เพ็ญ","Phen","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4120","สร้างคอม","Sang Khom","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4121","หนองแสง","Nong Saeng","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4122","นายูง","Na Yung","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4123","พิบูลย์รักษ์","Phibun Rak","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4124","กู่แก้ว","Ku Kaeo","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4125","ประจักษ์ศิลปาคม","rachak-sinlapakhom","29","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4201","เมืองเลย","Mueang Loei","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4202","นาด้วง","Na Duang","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4203","เชียงคาน","Chiang Khan","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4204","ปากชม","Pak Chom","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4205","ด่านซ้าย","Dan Sai","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4206","นาแห้ว","Na Haeo","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4207","ภูเรือ","Phu Ruea","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4208","ท่าลี่","Tha Li","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4209","วังสะพุง","Wang Saphung","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4210","ภูกระดึง","Phu Kradueng","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4211","ภูหลวง","Phu Luang","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4212","ผาขาว","Pha Khao","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4213","เอราวัณ","Erawan","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4214","หนองหิน","Nong Hin","30","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4301","เมืองหนองคาย","Mueang Nong Khai","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4302","ท่าบ่อ","Tha Bo","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4305","โพนพิสัย","Phon Phisai","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4307","ศรีเชียงใหม่","Si Chiang Mai","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4308","สังคม","Sangkhom","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4314","สระใคร","Sakhrai","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4315","เฝ้าไร่","Fao Rai","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4316","รัตนวาปี","Rattanawapi","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4317","โพธิ์ตาก","Pho Tak","31","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4401","เมืองมหาสารคาม","Mueang Maha Sarakham","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4402","แกดำ","Kae Dam","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4403","โกสุมพิสัย","Kosum Phisai","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4404","กันทรวิชัย","Kantharawichai","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4405","เชียงยืน","Kantharawichai","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4406","บรบือ","Borabue","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4407","นาเชือก","Na Chueak","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4408","พยัคฆภูมิพิสัย","Phayakkhaphum Phisai","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4409","วาปีปทุม","Wapi Pathum","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4410","นาดูน","Na Dun","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4411","ยางสีสุราช","Yang Sisurat","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4412","กุดรัง","Kut Rang","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4413","ชื่นชม","Chuen Chom","32","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4501","เมืองร้อยเอ็ด","Mueang Roi Et","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4502","เกษตรวิสัย","Kaset Wisai","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4503","ปทุมรัตต์","Pathum Rat","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4504","จตุรพักตรพิมาน","Chaturaphak Phiman","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4505","ธวัชบุรี","Thawat Buri","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4506","พนมไพร","Phanom Phrai","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4507","โพนทอง","Phon Thong","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4508","โพธิ์ชัย","Pho Chai","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4509","หนองพอก","Nong Phok","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4510","เสลภูมิ","Selaphum","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4511","สุวรรณภูมิ","Suwannaphum","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4512","เมืองสรวง","Mueang Suang","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4513","โพนทราย","Phon Sai","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4514","อาจสามารถ","At Samat","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4515","เมยวดี","Moei Wadi","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4516","ศรีสมเด็จ","Si Somdet","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4517","จังหาร","Changhan","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4518","เชียงขวัญ","Chiang Khwan","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4519","หนองฮี","Nong Hi","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4520","ทุ่งเขาหลวง","Thung Khao Luangกิ่","33","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4601","เมืองกาฬสินธุ์","Mueang Kalasin","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4602","นามน","Na Mon","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4603","กมลาไสย","Kamalasai","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4604","ร่องคำ","Rong Kham","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4605","กุฉินารายณ์","Kuchinarai","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4606","เขาวง","Khao Wong","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4607","ยางตลาด","Yang Talat","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4608","ห้วยเม็ก","Huai Mek","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4609","สหัสขันธ์","Sahatsakhan","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4610","คำม่วง","Kham Muang","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4611","ท่าคันโท","Tha Khantho","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4612","หนองกุงศรี","Nong Kung Si","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4613","สมเด็จ","Somdet","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4614","ห้วยผึ้ง","Huai Phueng","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4615","สามชัย","Sam Chai","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4616","นาคู","Na Khu","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4617","ดอนจาน","Don Chan","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4618","ฆ้องชัย","Khong Chai","34","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4701","เมืองสกลนคร","Mueang Sakon Nakhon","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4702","กุสุมาลย์","Kusuman","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4703","กุดบาก","Kut Bak","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4704","พรรณานิคม","Phanna Nikhom","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4705","พังโคน","Phang Khon","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4706","วาริชภูมิ","Waritchaphum","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4707","นิคมน้ำอูน","Nikhom Nam Un","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4708","วานรนิวาส","Wanon Niwat","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4709","คำตากล้า","Kham Ta Kla","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4710","บ้านม่วง","Ban Muang","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4711","อากาศอำนวย","Akat Amnuai","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4712","สว่างแดนดิน","Sawang Daen Din","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4713","ส่องดาว","Song Dao","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4714","เต่างอย","Tao Ngoi","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4715","โคกศรีสุพรรณ","Khok Si Suphan","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4716","เจริญศิลป์","Charoen Sin","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4717","โพนนาแก้ว","Phon Na Kaeo","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4718","ภูพาน","Phu Phan","35","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4801","เมืองนครพนม","Mueang Nakhon Phanom","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4802","ปลาปาก","Pla Pak","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4803","ท่าอุเทน","Tha Uthen","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4804","บ้านแพง","Ban Phaeng","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4805","ธาตุพนม","That Phanom","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4806","เรณูนคร","Renu Nakhon","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4807","นาแก","Na Kae","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4808","ศรีสงคราม","Si Songkhram","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4809","นาหว้า","Na Wa","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4810","โพนสวรรค์","Phon Sawan","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4811","นาทม","Na Thom","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4812","วังยาง","Wang Yang","36","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4901","เมืองมุกดาหาร","Mueang Mukdahan","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4902","นิคมคำสร้อย","Nikhom Kham Soi","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4903","ดอนตาล","Don Tan","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4904","ดงหลวง","Dong Luang","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4905","คำชะอี","Khamcha-i","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4906","หว้านใหญ่","Wan Yai","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"4907","หนองสูง","Nong Sung","37","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5001","เมืองเชียงใหม่","Mueang Chiang Mai","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5002","จอมทอง","Chom Thong","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5003","แม่แจ่ม","Mae Chaem","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5004","เชียงดาว","Chiang Dao","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5005","ดอยสะเก็ด","Doi Saket","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5006","แม่แตง","Mae Taeng","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5007","แม่ริม","Mae Rim","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5008","สะเมิง","Samoeng","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5009","ฝาง","Fang","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5010","แม่อาย","Mae Ai","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5011","พร้าว","Phrao","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5012","สันป่าตอง","San Pa Tong","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5013","สันกำแพง","San Kamphaeng","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5014","สันทราย","San Sai","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5015","หางดง","Hang Dong","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5016","ฮอด","Hot","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5017","ดอยเต่า","Doi Tao","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5018","อมก๋อย","Omkoi","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5019","สารภี","Saraphi","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5020","เวียงแหง","Wiang Haeng","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5021","ไชยปราการ","Chai Prakan","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5022","แม่วาง","Mae Wang","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5023","แม่ออน","Mae On","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5024","ดอยหล่อ","Doi Lo","38","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5101","เมืองลำพูน","Mueang Lamphun","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5102","แม่ทา","Mae Tha","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5103","บ้านโฮ่ง","Ban Hong","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5104","ลี้","Li","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5105","ทุ่งหัวช้าง","Thung Hua Chang","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5106","ป่าซาง","Pa Sang","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5107","บ้านธิ","Ban Thi","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5108","เวียงหนองล่อง","Wiang Nong Long","39","9/8/2019 03:33:09","16/5/2022 06:31:26",
"5201","เมืองลำปาง","Mueang Lampang","40","9/8/2019 03:33:09","16/5/2022 06:31:26",
